,Head x,Neck x,Right Shoulder x,Right Elbow x,Right Wrist x,Left Shoulder x,Left Elbow x,Left Wrist x,Right Hip x,Right Knee x,Right Ankle x,Left Hip x,Left Knee x,Left Ankle x,Chest x,Head y,Neck y,Right Shoulder y,Right Elbow y,Right Wrist y,Left Shoulder y,Left Elbow y,Left Wrist y,Right Hip y,Right Knee y,Right Ankle y,Left Hip y,Left Knee y,Left Ankle y,Chest y
0,360.0,344.0,344.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,177.0,166.0,177.0,135.0,166.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
1,344.0,360.0,344.0,375.0,360.0,375.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,93.0,135.0,146.0,177.0,135.0,146.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
2,344.0,360.0,344.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,93.0,166.0,166.0,177.0,135.0,166.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
3,344.0,360.0,344.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,93.0,166.0,156.0,177.0,135.0,166.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
4,344.0,360.0,360.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,93.0,166.0,156.0,177.0,135.0,166.0,177.0,135.0,229.0,292.0,375.0,219.0,292.0,344.0,187.0
5,360.0,360.0,344.0,391.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,135.0,146.0,177.0,135.0,146.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
6,360.0,360.0,344.0,375.0,360.0,375.0,391.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,135.0,146.0,177.0,135.0,146.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
7,360.0,360.0,344.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,135.0,146.0,177.0,135.0,135.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
8,360.0,360.0,344.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,135.0,135.0,177.0,135.0,135.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
9,360.0,360.0,344.0,375.0,360.0,360.0,375.0,360.0,360.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,166.0,166.0,177.0,135.0,166.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
10,360.0,360.0,344.0,375.0,360.0,375.0,375.0,360.0,344.0,344.0,360.0,344.0,344.0,328.0,360.0,83.0,125.0,135.0,177.0,135.0,135.0,177.0,135.0,229.0,292.0,375.0,229.0,292.0,344.0,187.0
